分局,派出所,警編號,位置
鳳山分局,成功派出所,KC101D1599,西湖街14巷23號對面照往西湖街10巷內
鳳山分局,成功派出所,KC101D1600,杭州街72號旁照往西湖街75巷方向
鳳山分局,成功派出所,KC101D1601,杭州街96號旁照往灣頭南巷78弄內
鳳山分局,成功派出所,KC101D1603,灣頭南巷與鳳東路口照往灣頭南巷內
鳳山分局,成功派出所,KC101D1604,鳳東路與杭州西街口照往杭州西街
鳳山分局,成功派出所,KC101D1605,灣頭南巷35弄25號路口照往鳳林路方向
鳳山分局,成功派出所,KC101D1606,灣頭南巷35弄25號路口照往鳳東路方向
鳳山分局,成功派出所,KC101D1607,灣頭南巷15附1對面照往灣頭南巷內全景
鳳山分局,成功派出所,KC101D1608,灣頭南巷15附1對面照往鳳林路方向
鳳山分局,成功派出所,KC101D1610,灣頭一街麗聲前照往鳳林路方向
鳳山分局,成功派出所,KC101D1611,灣頭南巷32號前照往重化區內
鳳山分局,成功派出所,KC101D1612,西湖街16號旁照往杭州公園內
鳳山分局,成功派出所,KC101D1613,瑞興路134號前照往瑞興路全景
鳳山分局,成功派出所,KC101D1614,瑞竹路15號前照往光遠路方向
鳳山分局,成功派出所,KC101D1615,瑞竹路15號前瑞興路方向
鳳山分局,成功派出所,KC101D1616,瑞興路135巷鳳山溪旁照往博愛路
鳳山分局,成功派出所,KC101D1617,瑞興路135巷鳳山溪旁往光遠路
鳳山分局,成功派出所,KC101D1618,瑞興路鳳山溪邊照往博愛橋方向
鳳山分局,成功派出所,KC101D1619,瑞興路293巷第3支照往瑞興路方向
鳳山分局,成功派出所,KC101D1620,瑞興路293巷19號前往博愛路方向
鳳山分局,成功派出所,KC101D1621,瑞興路249巷10號旁照往瑞興路方向
鳳山分局,成功派出所,KC101D1622,瑞興路250之1號前照往博愛路方向
鳳山分局,成功派出所,KC101D1623,瑞興路251號前照往瑞竹路方向
鳳山分局,成功派出所,KC101D1624,瑞興路251號前照往大樓巷內
鳳山分局,成功派出所,KC101D1625,瑞興路與瑞順街口照往博愛路方向
鳳山分局,成功派出所,KC101D1626,瑞興路與瑞興路369巷口全景
鳳山分局,成功派出所,KC101D1627,瑞順街125巷巷口照往瑞順街125巷內
鳳山分局,成功派出所,KC101D1628,瑞順街125巷12號斜對面照往瑞順街方向
鳳山分局,成功派出所,KC101D1629,光明路34巷1號前照往光明路34巷10弄方向
鳳山分局,成功派出所,KC101D1630,光明路34巷10弄20號旁照往光明路34巷口
鳳山分局,成功派出所,KC101D1631,光明路34巷21號前照往三民路方向
鳳山分局,成功派出所,KC101D1632,光明路34巷21號前照往鳳山溪方向
鳳山分局,成功派出所,KC101D1633,光明路34巷33號前照往維新路方向
鳳山分局,成功派出所,KC101D1634,光明路3之1號前照往光明路34巷內
鳳山分局,成功派出所,KC101D1635,光明路3之1號前照往光明路44巷內
鳳山分局,成功派出所,KC101D1636,光明路34巷2號旁照往大東路方向
鳳山分局,成功派出所,KC101D1637,光明路34巷2號旁照往大東路方向
鳳山分局,成功派出所,KC101D1640,三民路44巷2弄6號旁照往信興鐵店方向
鳳山分局,成功派出所,KC101D1641,光明路46之12號前照往鳳山溪方向
鳳山分局,成功派出所,KC101D1642,光明路46之12號前照往大東路方向
鳳山分局,成功派出所,KC101D1643,大東一路23號旁照往照往鳳山溪方向
鳳山分局,成功派出所,KC101D1644,光明路55號前照往維新路方向
鳳山分局,成功派出所,KC101C0308,瑞進路165號前向南1080322發文各分局清查後恢復
鳳山分局,成功派出所,KC101C0309,瑞進路鳳山國中後方圍牆邊向北 1080322發文各分局清查後恢復
鳳山分局,成功派出所,KC101J0801,立德街85巷口照往大東二路方向
鳳山分局,成功派出所,KC101J0802,立德街85巷口照往立德街內
鳳山分局,成功派出所,KC101J0803,立德街107號前照往中山路
鳳山分局,成功派出所,KC101J0804,立德街107號前照往立志街
鳳山分局,成功派出所,KC101J0805,立德街127號前照往中山路
鳳山分局,成功派出所,KC101J0806,立德街127號前照往五甲一路
鳳山分局,成功派出所,KC101J0807,立德街163巷6號前照往立德街方向
鳳山分局,成功派出所,KC101J0808,立德街50號前照往五甲一路
鳳山分局,成功派出所,KC101J0809,立志街電信設備E1之1045照往大東二路
鳳山分局,成功派出所,KC101J0810,五甲一路與立信街口照往五甲一路全景
鳳山分局,成功派出所,KC101J0811,中山路87巷尾照往中山路方向
鳳山分局,成功派出所,KC101J0812,中山路87巷尾照往大東二路方向
鳳山分局,成功派出所,KC101J0813,中山路87巷尾照往五甲一路方向
鳳山分局,成功派出所,KC101J0814,大東二路28號對面照往中山路方向
鳳山分局,成功派出所,KC101J0815,大東二路26號前照往立信街方向
鳳山分局,成功派出所,KC101J0816,五甲一路3號前照往中山路方向
鳳山分局,成功派出所,KC101J0817,誠平路270號前照往國泰路
鳳山分局,成功派出所,KC101J0818,誠和路115號前照往鳳山溪
鳳山分局,成功派出所,KC101J0819,國泰路與誠義路口往光華東路
鳳山分局,成功派出所,KC101J0820,誠愛路112號前照往國泰路
鳳山分局,成功派出所,KC101J0821,誠和路51號前照往誠義路
鳳山分局,成功派出所,KC101J0822,誠北街2號對面照往誠義路
鳳山分局,成功派出所,KC101J0823,誠義路235巷10號旁照往國泰路
鳳山分局,成功派出所,KC101J0824,誠義路235巷10號旁照往誠愛路
鳳山分局,成功派出所,KC101J0825,國泰路一段與誠北街口車牌
鳳山分局,成功派出所,KC101J0826,國泰路一段21號旁照往誠義路
鳳山分局,成功派出所,KC101J0827,誠義路305號前照往凱旋路
鳳山分局,成功派出所,KC101J0828,誠義路199號對面照往誠平路
鳳山分局,成功派出所,KC101J0829,誠義路193號對面照往國泰路
鳳山分局,成功派出所,KC101J0830,鳳頂國泰公園旁安全島照往王生明路
鳳山分局,成功派出所,KC101J0831,鳳頂誠平路步校旁安全島照往誠平路
鳳山分局,成功派出所,KC101J0832,鳳頂誠東街步校旁安全島照往誠平路口
鳳山分局,成功派出所,KC101J0833,黃埔四村二巷40之1照往黃埔五村內
鳳山分局,成功派出所,KC101J0834,鳳東路536號對面照往鳳林路方向
鳳山分局,成功派出所,KC101J0835,鳳東路536號對面照往鳳東路方向
鳳山分局,成功派出所,KC101J0836,杭州西街125號旁照往杭州西街122號
鳳山分局,成功派出所,KC101J0837,鳳東路492號前照往杭州西街方向
鳳山分局,成功派出所,KC101J0838,杭州西街122號對面照往西湖街方向
鳳山分局,成功派出所,KC101J0839,杭州街96號旁照往杭州西街方向
鳳山分局,成功派出所,KC101J0840,灣頭南巷83號前照往杭州街方向
鳳山分局,成功派出所,KC101J0841,杭州街68號旁照往杭州西街方向
鳳山分局,成功派出所,KC101J0842,杭州街59巷口照往59巷內
鳳山分局,成功派出所,KC101J0843,杭州西街照往鳳東路
鳳山分局,成功派出所,KC101J0844,杭州街32號前照往鳳東路方向
鳳山分局,成功派出所,KC101J0845,杭州街32號前照往鳳林路方向
鳳山分局,成功派出所,KC101J0846,杭州街12號前照往鳳林路方向
鳳山分局,成功派出所,KC101J0847,杭州街9號前照往杭州西街方向
鳳山分局,成功派出所,KC101J0848,杭州西街12附1前照往杭州街方向
鳳山分局,成功派出所,KC101H1350,大東一路132號前照往大東一路135巷
鳳山分局,成功派出所,KC101H1351,中山路60巷15號旁照往大東一路108巷
鳳山分局,成功派出所,KC101H1352,大東一路108巷對面照往大東與三民路
鳳山分局,成功派出所,KC101H1353,大東一路123巷3號旁照往大東一路123巷7號
鳳山分局,成功派出所,KC101H1354,大東一路123巷7號旁照往大東一路
鳳山分局,成功派出所,KC101H1355,三民路95號前照往中山路方向車牌
鳳山分局,成功派出所,KC101H1356,大東一路145號旁照往三民路方向
鳳山分局,成功派出所,KC101H1357,三民路6號前照往大東一路方向
鳳山分局,成功派出所,KC101H1358,三民路27號前照往中山路方向
鳳山分局,成功派出所,KC101H1359,中山路7號前照往大東一路方向
鳳山分局,成功派出所,KC101H1360,中山路12號前照往大東一路方向
鳳山分局,成功派出所,KC101H1361,中山路70巷內照往中山路
鳳山分局,成功派出所,KC101H1362,中山路58號旁照往中山路60巷內
鳳山分局,成功派出所,KC101H1363,大東一路108巷31號前照往大東一路
鳳山分局,成功派出所,KC101H1364,大東一路108巷31號前照往中山路方向
鳳山分局,成功派出所,KC101H1365,大東一路108巷38號前照往大東一方向
鳳山分局,成功派出所,KC101H1366,凱旋路32號對面照往鳳頂路汽車道
鳳山分局,成功派出所,KC101H1367,凱旋路昭南橋預校旁照往河堤街內
鳳山分局,成功派出所,KC101H1368,河堤街22號照往凱旋路
鳳山分局,成功派出所,KC101H1369,誠勇路127號旁照往凱旋路
鳳山分局,成功派出所,KC101H1370,誠勇路127號旁照往河堤街口
鳳山分局,成功派出所,KC101H1371,誠愛路1號對面照往誠平路
鳳山分局,成功派出所,KC101H1372,誠愛路90號旁照往誠平路
鳳山分局,成功派出所,KC101H1373,誠義路與凱旋路預校前照往誠義路內
鳳山分局,成功派出所,KC101H1374,鳳頂路與凱旋路步校前照往國泰路
鳳山分局,成功派出所,KC101H1375,誠義路32號前照往誠勇路
鳳山分局,成功派出所,KC101H1376,誠愛一街7號對面照往凱旋路
鳳山分局,成功派出所,KC101H1377,河堤街42巷口照往誠愛一街
鳳山分局,成功派出所,KC101H1378,河堤街12巷口照往誠愛一街
鳳山分局,成功派出所,KC101H1379,凱旋路昭南橋上照往中崙路機車道
鳳山分局,成功派出所,KC101H1380,凱旋路昭南橋中照往中崙路汽車道
鳳山分局,成功派出所,KC101H1381,凱旋路68號前照往中崙
鳳山分局,成功派出所,KC101H1382,中山東路82巷口照往仁愛路全景
鳳山分局,成功派出所,KC101H1383,中山東路82巷內照往鳳林路方向
鳳山分局,成功派出所,KC101H1384,仁愛路10巷對面照往鳳林路
鳳山分局,成功派出所,KC101H1385,仁愛路10巷對面照往中山東路方向車牌
鳳山分局,成功派出所,KC101H1386,仁愛路照往仁愛路10巷口
鳳山分局,成功派出所,KC101H1387,仁愛路11號旁照往鳳林路方向
鳳山分局,成功派出所,KC101H1388,仁愛路17巷口照往中山東路方向全景
鳳山分局,成功派出所,KC101H1389,仁愛路17巷往仁愛路
鳳山分局,成功派出所,KC101H1390,鳳林路71號旁照往中山東路
鳳山分局,成功派出所,KC101H1391,仁愛路17巷口照往仁愛路22巷
鳳山分局,成功派出所,KC101H1392,仁愛路46巷6號前照往仁愛路40巷內
鳳山分局,成功派出所,KC101H1393,仁愛路53號前照往仁愛路46巷內
鳳山分局,成功派出所,KC101H1394,仁愛路60巷11號對面照往東門街方向
鳳山分局,成功派出所,KC101H1395,東門街32號旁照往仁愛路60巷內
鳳山分局,成功派出所,KC101H1396,東門街80號前照往誠德街方向
鳳山分局,成功派出所,KC101H1397,東門街照往土地公廟
鳳山分局,成功派出所,KC102D0585,鳳東路526號前照往杭州西街方向
鳳山分局,成功派出所,KC102D0594,鳳林與仁愛路口照往光遠路全景向西
鳳山分局,成功派出所,KC102D0595,黃埔四村23號前照往鳳林路
鳳山分局,成功派出所,KC102D0596,黃埔四村一巷5號前照往仁愛路口
鳳山分局,成功派出所,KC102D0597,鳳林路與杭州街口對面照往仁愛路方向
鳳山分局,成功派出所,KC102D0598,杭州西街12附1前照往杭州西街12附6內
鳳山分局,成功派出所,KC102D0599,杭州街32號前照往鳳林路方向
鳳山分局,成功派出所,KC102D0600,杭州西街大三元旁照往杭州街方向
鳳山分局,成功派出所,KC102D0586,鳳東路官校後門照往鳳林路方向
鳳山分局,成功派出所,KC102D0587,鳳東路仁愛分34電桿對面照往鳳林路
鳳山分局,成功派出所,KC102D0588,鳳東路仁愛分34電桿對面鳳東路內
鳳山分局,成功派出所,KC102D0589,鳳東路黃埔五村對面照往黃埔五村內
鳳山分局,成功派出所,KC102D0590,黃埔五村一巷1號旁照往黃埔五村入口
鳳山分局,成功派出所,KC102D0591,黃埔五村一巷1號旁照往黃埔五村一巷內
鳳山分局,成功派出所,KC102D0592,鳳林與仁愛路口照往仁愛路車牌向北
鳳山分局,成功派出所,KC102D0593,鳳林與仁愛路口照往鳳東路車牌向南
鳳山分局,成功派出所,KC102D0601,王生明路14號對面照往國泰路方向
鳳山分局,成功派出所,KC102D0610,王生明路23巷8號前照往王生明路23巷6弄
鳳山分局,成功派出所,KC102D0611,王生明路41巷4之9號前照往王生明路23巷22弄內
鳳山分局,成功派出所,KC102D0612,光華南路照往王生明路
鳳山分局,成功派出所,KC102D0613,王生明路9巷6號旁照往光華南路9巷內
鳳山分局,成功派出所,KC102D0614,光華南路36號前照往光華東路方向
鳳山分局,成功派出所,KC102D0615,光華南路68號前照往光華東路方向
鳳山分局,成功派出所,KC102D0616,王生明路103巷與85巷口照往王生明路103巷內
鳳山分局,成功派出所,KC102D0602,王生明路36號前照往光華南路方向
鳳山分局,成功派出所,KC102D0603,王生明路72號對面照往市場巷方向
鳳山分局,成功派出所,KC102D0604,王生明路84號前照往王生明路23巷方向
鳳山分局,成功派出所,KC102D0605,王生明路110號前照往王生明路41巷方向
鳳山分局,成功派出所,KC102D0606,王生明路150號前照往王生明路83巷口
鳳山分局,成功派出所,KC102D0607,王生明路152號前照往中山路方向
鳳山分局,成功派出所,KC102D0608,王生明路137號前照往國泰路方向
鳳山分局,成功派出所,KC102D0609,王生明路83巷2號旁照往王生明路83巷內
鳳山分局,成功派出所,KC102D0617,黃埔路128巷口照往黃埔路128巷內
鳳山分局,成功派出所,KC102D0626,中山東路27巷口照往中山東路方向
鳳山分局,成功派出所,KC102D0627,中山東路1號旁照往光遠路方向
鳳山分局,成功派出所,KC102D0628,黃埔路68巷口照往黃埔路68巷內
鳳山分局,成功派出所,KC102D0629,黃埔路55巷口照往黃埔路55巷內
鳳山分局,成功派出所,KC102D0630,光遠路大東橋邊照往東便橋
鳳山分局,成功派出所,KC102D0631,黃埔路32巷113號前照往鎮東街方向
鳳山分局,成功派出所,KC102D0632,中山東路3巷9號對面照往中山東路方向
鳳山分局,成功派出所,KC102D0618,黃埔路103號旁照往黃埔路101巷內
鳳山分局,成功派出所,KC102D0619,黃埔路116巷口照往黃埔路116巷內方向
鳳山分局,成功派出所,KC102D0620,鎮東街142號對面照往光遠路方向溪邊
鳳山分局,成功派出所,KC102D0621,鎮東街99號前照往東便門方向
鳳山分局,成功派出所,KC102D0622,鎮東街55號前照往中山東路3巷方向
鳳山分局,成功派出所,KC102D0623,鎮東街與黃埔路口照往鳳山溪方向
鳳山分局,成功派出所,KC102D0624,鎮東街與黃埔路口照往維武路方向
鳳山分局,成功派出所,KC102D0625,黃埔路22號13附1旁照往黃埔路32巷內
鳳山分局,成功派出所,KC102D0633,三民路44巷2弄6號對面照往三民路方向
