分局,派出所,警編號,位置
旗山分局,建國派出所,KC106Z1604,中學路與德昌路全景
旗山分局,建國派出所,KC106Z1605,旗山國中前向西
旗山分局,建國派出所,KC106Z1606,旗山國中前向東
旗山分局,建國派出所,KD01520,延平一路往內門外快南104蘇維
旗山分局,建國派出所,KD01521,延平一路往內門內快南104蘇維
旗山分局,建國派出所,KD01522,延平一路往旗山外快北104蘇維
旗山分局,建國派出所,KD01523,延平一路往旗山內快北104蘇維
旗山分局,建國派出所,KD01524,旗甲路往鼓山國小西104蘇維
旗山分局,建國派出所,KD01525,中正路往延平一路西104蘇維
旗山分局,建國派出所,KD01526,旗甲路往延平一路東104蘇維
旗山分局,建國派出所,KD01527,鼓山國小前全景1之東北104蘇維
旗山分局,建國派出所,KD01528,延平與中正與旗甲全景2之東南104蘇維
旗山分局,建國派出所,KC106Z1603,延平一路與旗甲路與中正路全景
旗山分局,建國派出所,KD01529,旗南路往中華路外快西104蘇維
旗山分局,建國派出所,KD01530,旗南路往中華路內快西104蘇維
旗山分局,建國派出所,KD01531,中華路往旗南路外快東南104蘇維
旗山分局,建國派出所,KD01532,中華路往旗南路內快東南104蘇維
旗山分局,建國派出所,KD01533,旗南路往大洲東北104蘇維
旗山分局,建國派出所,KD01534,旗南路往花旗山莊南104蘇維
旗山分局,建國派出所,KD01535,旗南一路與中華路口主機全景之南104蘇維
旗山分局,建國派出所,KD01558,中學路往旗山西104蘇維
旗山分局,建國派出所,KD01559,旗南一路往溪州西104蘇維
旗山分局,建國派出所,KD01560,中學路往田寮西104蘇維
旗山分局,建國派出所,KD01561,旗南一路往旗山西104蘇維
旗山分局,建國派出所,KD01562,中學路與旗南一路主機全景之西104蘇維
旗山分局,建國派出所,KC100E281,樂和街30之1號前向西內線
旗山分局,建國派出所,KC100E282,樂和街30之1號前向西外線
旗山分局,建國派出所,KC100E283,樂和街9巷與台28線路口向東內線
旗山分局,建國派出所,KC100E284,樂和街9巷與台28線路口向東外線
旗山分局,建國派出所,KC106Z1607,旗南一路往德義街向西
旗山分局,建國派出所,KC106Z1608,旗南一路往旗新街向東
旗山分局,建國派出所,KC106Z1609,旗南一路與永平街全景
旗山分局,建國派出所,KC106Z1610,中學路與旗南一路口全景
旗山分局,建國派出所,KC106Z1611,中學路與中山南街全景
旗山分局,建國派出所,KC106Z1612,中學路與中山南街向東
旗山分局,建國派出所,KC106Z1613,中學路與中山南街向南
旗山分局,建國派出所,KC100E277,中正路355號向北
旗山分局,建國派出所,KC100E278,中正路355號向北
旗山分局,建國派出所,KC100E279,中正路323號對面向南
旗山分局,建國派出所,KC100E280,中正路323號對面向南
旗山分局,建國派出所,KC100E285,台三線與中華路1026之1號向南
旗山分局,建國派出所,KC100E286,台三線與中華路1026之1號向南
旗山分局,建國派出所,KC100E287,台三線與中華路口向東
旗山分局,建國派出所,KC100E288,台三線與中華路口向北
旗山分局,建國派出所,KC100E289,台三線與中華路口西側向東全景
旗山分局,建國派出所,KC100E290,台三線與中華路口向北
旗山分局,建國派出所,KC101D2539,大同街與大仁街口
旗山分局,建國派出所,KC101D2540,大同街與大仁街口
旗山分局,建國派出所,KC101D2541,大同街與大仁街口
旗山分局,建國派出所,KC101D2542,大同街與大仁街口
旗山分局,建國派出所,KC101D2543,大同街與大仁街口
旗山分局,建國派出所,KC101D2544,大同街原園刷刷鍋旁道路
旗山分局,建國派出所,KC101D2545,大同街與中華路口
旗山分局,建國派出所,KC101D2546,大同街與中華路口
旗山分局,建國派出所,KC101C0432,中正路往中山公園西
旗山分局,建國派出所,KC101C0433,延平一路往復興路北
旗山分局,建國派出所,KC101C0434,中山路與華中街口向西
旗山分局,建國派出所,KC101C0435,延平一路往旗甲路南
旗山分局,建國派出所,KC101C0436,中山路與華中街口主機
旗山分局,建國派出所,KC102D1573,復新街往內門與六龜指示路標桿無編號
旗山分局,建國派出所,KC102D1574,延平一路往里港與田寮指示路標桿無編號
旗山分局,建國派出所,KC102D1575,延平一路往里港與田寮指示路標桿無編號
旗山分局,建國派出所,KC102D1576,延平一路常美冰店旁燈桿無編號
旗山分局,建國派出所,KC102D1577,延平一路往內門與田寮指示路標桿無編號
旗山分局,建國派出所,KC102D1578,復新東街電桿美壇#5
旗山分局,建國派出所,KC102D1579,復新東街7巷大德里社區活動中心前電桿南站高分8左3
旗山分局,建國派出所,KC105A0243,中華路黑貓檳榔攤旁內車道之向北
旗山分局,建國派出所,KC105A0244,中華路黑貓檳榔攤旁外車道之向北
旗山分局,建國派出所,KC105A0245,延平一路往南中央分隔島上全景之向南
旗山分局,建國派出所,KC105A0246,延平一路往南中央分隔島上內車道之向南
旗山分局,建國派出所,KC105A0247,延平一路往南中央分隔島上外車道之向南
旗山分局,建國派出所,KC105A0248,延平一路468巷17號對面向東
旗山分局,建國派出所,KC105A0249,延平一路與仁和街口向北
旗山分局,建國派出所,KC105A0250,延平一路與仁和街口向西
旗山分局,建國派出所,KC105A0251,延平一路與仁和街口向南
旗山分局,建國派出所,KC105A0252,中華路與河堤路口向南
旗山分局,建國派出所,KC105A0253,中華路與河堤路口向北
旗山分局,建國派出所,KC105A0254,延平一路與中華路口外車道之向北
旗山分局,建國派出所,KC105A0255,延平一路與中華路口內車道之向北
旗山分局,建國派出所,KC105A0256,旗山橋內車道之向西
旗山分局,建國派出所,KC105A0257,旗山橋外車道之向西
旗山分局,建國派出所,KC105A0258,延平一路754號前全景之向南
旗山分局,建國派出所,KC105A0259,延平一路754號前外車道之向南
旗山分局,建國派出所,KC105A0260,大仁街3號前向南
旗山分局,建國派出所,KC105A0261,中華路728號前內車道之向東
旗山分局,建國派出所,KC105A0262,中華路728號前外車道之向東
旗山分局,建國派出所,KC105A0263,東新街與旗新街口向北
旗山分局,建國派出所,KC105A0264,延平一路與東新街口向南
旗山分局,建國派出所,KC105A0265,延平一路與東新街口向東
旗山分局,建國派出所,KC105A0266,中學路與東新街口向東
旗山分局,建國派出所,KC105A0267,中學路與東新街口向西
旗山分局,建國派出所,KC105A0268,中華路與中學路口全景之向西
旗山分局,建國派出所,KC106C0569,KC106C0569旗南一路與中學路口中學路往旗山方向西向東
旗山分局,建國派出所,KC106C0570,KC106C0570旗南一路與中學路口旗南一路往溪州方向北往南
旗山分局,建國派出所,KC106C0571,KC106C0571旗南一路與中學路口中學路往田寮方向東向西
旗山分局,建國派出所,KC106C0572,KC106C0572旗南一路與中學路口旗南一路往旗山方向南向北
旗山分局,建國派出所,KC106C0573,KC106C0573中學路與中山南路口中山南路向北東向西
旗山分局,大洲派出所,KD01568,旗南路往高雄北
旗山分局,大洲派出所,KD01569,中洲路往武鹿巷東
旗山分局,大洲派出所,KD01570,旗南路往旗山南104維
旗山分局,大洲派出所,KD01571,武鹿巷往中洲路西北
旗山分局,大洲派出所,KD01572,旗南二路與中洲路口主機全景之西北104維
旗山分局,大洲派出所,KD01740,旗南二路往旗山內車104蘇維
旗山分局,大洲派出所,KD01741,旗南二路往旗山外車104蘇維
旗山分局,大洲派出所,KD01742,旗南二路往中寮路
旗山分局,大洲派出所,KD01743,旗南二路往嶺口外車
旗山分局,大洲派出所,KD01744,旗南二路往嶺口內車
旗山分局,大洲派出所,KD01745,旗南二路往黃厝巷
旗山分局,大洲派出所,KD01746,大洲派出所前主機全景
旗山分局,大洲派出所,KC102D1532,大里街敦和宮財神廟前電桿無編號
旗山分局,大洲派出所,KC102D1541,鯤州街52之1號民宅旁電信桿大里5支2
旗山分局,大洲派出所,KC102D1542,大里街22號民宅對面電桿旗港高幹54
旗山分局,大洲派出所,KC102D1543,文和巷43號民宅旁電桿旗港幹55右1
旗山分局,大洲派出所,KC102D1544,文和巷43號民宅旁電桿旗港幹55右1
旗山分局,大洲派出所,KC102D1533,大里街敦和宮財神廟前電桿無編號
旗山分局,大洲派出所,KC102D1534,大里街敦和宮財神廟前電桿無編號
旗山分局,大洲派出所,KC102D1535,中洲路85之4號民宅旁電桿中洲幹2
旗山分局,大洲派出所,KC102D1536,中洲路85之4號民宅旁電桿中洲幹2
旗山分局,大洲派出所,KC102D1537,中洲路77之6號民宅前電桿旗港高幹49
旗山分局,大洲派出所,KC102D1538,中洲路77之6號民宅前電桿旗港高幹49
旗山分局,大洲派出所,KC102D1539,大里街1之1號民宅旁電桿旗港高幹52
旗山分局,大洲派出所,KC102D1540,大里街1之1號民宅旁電桿旗港高幹52
旗山分局,大洲派出所,KC103D0537,旗南二路198之13號民宅前中央分隔島上燈桿無編號
旗山分局,大洲派出所,KC103D0538,旗南二路198之13號民宅前中央分隔島上燈桿無編號
旗山分局,大洲派出所,KC103D0539,旗南二路200之1號民宅邊客運站牌旁電桿無編號
旗山分局,大洲派出所,KC103D0540,中洲路內電桿中洲幹49
旗山分局,大洲派出所,KC103D0541,旗南二路210號民宅前中央分隔島上燈桿無編號
旗山分局,大洲派出所,KC103D0542,旗南二路210號民宅前中央分隔島上燈桿無編號
旗山分局,大洲派出所,KC103D0543,華興街內電桿溪州幹150左2
旗山分局,大洲派出所,KC103D0544,旗南二路與民裕街口中央分隔島上號誌桿
旗山分局,大洲派出所,KC103D0545,旗南二路與民裕街口中央分隔島上號誌桿
旗山分局,大洲派出所,KC103D0546,旗南二路溪州國小大門旁電桿無編號
旗山分局,大洲派出所,KC103D0547,旗南二路溪州國小陸橋旁電桿溪州#164
旗山分局,大洲派出所,KC103D0548,大山街內電桿大山幹2
旗山分局,嶺口派出所,KD01747,嶺口所往旗南三路104蘇維
旗山分局,嶺口派出所,KD01748,旗南三路往篤實巷口104蘇維
旗山分局,嶺口派出所,KD01749,旗南三路往龍文巷口104蘇維
旗山分局,嶺口派出所,KD01750,旗南三路往嶺口外車104蘇維
旗山分局,嶺口派出所,KD01751,旗南三路往嶺口內車104蘇維
旗山分局,嶺口派出所,KD01752,旗南三路往大洲內車104蘇維
旗山分局,嶺口派出所,KD01753,旗南三路往大洲外車104蘇維
旗山分局,嶺口派出所,KD01754,嶺口派出所前主機全景104蘇維
旗山分局,嶺口派出所,KC100E291,旗南三路與國道十號交流道路口全景
旗山分局,嶺口派出所,KC100E292,旗南三路167號之35向南
旗山分局,嶺口派出所,KC100E293,旗南三路與得勝巷口
旗山分局,嶺口派出所,KC100E294,旗南三路169號之1向北
旗山分局,嶺口派出所,KC100E295,旗南三路與得勝巷口
旗山分局,嶺口派出所,KC100E296,旗南三路與內湖巷向西
旗山分局,嶺口派出所,KC102D1493,華川路往旗南3路路口電桿華川幹Q2947GE76
旗山分局,嶺口派出所,KC102D1494,旗楠3路與華川路口往嶺口方向分隔護欄上第二具燈桿無編號
旗山分局,嶺口派出所,KC102D1495,旗南3路與華川路口往嶺口方向分隔護欄上第二具燈桿無編號
旗山分局,嶺口派出所,KC102D1496,旗楠3路與華川路口往旗山方向分隔護欄上第一具燈桿無編號
旗山分局,嶺口派出所,KC102D1497,旗南3路與華川路口往旗山方向
旗山分局,嶺口派出所,KC102D1498,旗南3路與華川路口往旗山方向號誌桿無編號
旗山分局,嶺口派出所,KC106C0564,KC106C0564旗南三路左轉上國10東向西
旗山分局,嶺口派出所,KC106C0565,KC106C0565旗南三路167之35號前往嶺口交流道北向南
旗山分局,嶺口派出所,KC106C0566,KC106C0566旗南三路167之35號前往嶺口交流道北向南
旗山分局,嶺口派出所,KC106C0567,KC106C0567嶺口交流道旗南三路往旗山方向南向北
旗山分局,嶺口派出所,KC106C0568,KC106C0568嶺口交流道旗南三路往旗山方向南向北
旗山分局,旗尾派出所,KD01573,台3線往里港外快西104蘇維
旗山分局,旗尾派出所,KD01574,台3線往里港內快西104蘇維
旗山分局,旗尾派出所,KD01575,旗屏一路往國道10號外快北104蘇維
旗山分局,旗尾派出所,KD01576,旗屏一路往國道10號內快北104蘇維
旗山分局,旗尾派出所,KD01577,台3線往旗山外快東104蘇維
旗山分局,旗尾派出所,KD01578,台3線往旗山內快東104蘇維
旗山分局,旗尾派出所,KD01579,國道10終點外快南104蘇維
旗山分局,旗尾派出所,KD01580,國道10終點內快南104蘇維
旗山分局,旗尾派出所,KC106Z1601,旗屏路往六龜向東
旗山分局,旗尾派出所,KC106Z1602,國10末出口全景
旗山分局,旗尾派出所,KC101C0437,延平二路美林加油站前向東
旗山分局,旗尾派出所,KC101C0438,旗屏路與延平二路口向南
旗山分局,旗尾派出所,KC101C0439,旗屏路與延平二路口向南
旗山分局,旗尾派出所,KC101C0440,旗屏路與延平二路口向西
旗山分局,旗尾派出所,KC101C0441,旗屏路與延平二路口向西
旗山分局,旗尾派出所,KC101C0442,延平二路與樹人路口向東
旗山分局,旗尾派出所,KC101C0443,樹人橫路洋洋加油站旁向北104蘇維
旗山分局,旗尾派出所,KC101C0444,樹人路與樹人橫路口向西
旗山分局,旗尾派出所,KC101C0445,樹人路與樹人橫路口向東
旗山分局,旗尾派出所,KC101C0446,樹人路與樹人橫路口向南
旗山分局,旗尾派出所,KC100E270,延平一路與竹寮巷口全景
旗山分局,旗尾派出所,KC100E271,延平二路3巷與延平二路口向西
旗山分局,旗尾派出所,KC100E272,延平二路與竹寮巷口向北
旗山分局,旗尾派出所,KC100E273,延平二路3巷與延平二路口向東
旗山分局,旗尾派出所,KC102D1545,南寮巷往北右側電桿五龍21
旗山分局,旗尾派出所,KC102D1554,南寮巷往南右側電桿濟公幹20
旗山分局,旗尾派出所,KC102D1555,南寮巷往南右側電桿濟公幹20
旗山分局,旗尾派出所,KC102D1556,南寮巷內鳳山寺停車場後門電桿五龍高分26左1
旗山分局,旗尾派出所,KC102D1557,南寮巷內旗尾五福堂旁電桿濟公幹27之1
旗山分局,旗尾派出所,KC102D1546,南寮巷往北右側電桿五龍21
旗山分局,旗尾派出所,KC102D1547,旗屏路往旗山方向中央分隔島上路標告示牌旁燈桿無編號
旗山分局,旗尾派出所,KC102D1548,旗屏路往旗山方向中央分隔島上路標告示牌旁燈桿無編號
旗山分局,旗尾派出所,KC102D1549,旗屏路往旗山方向中央分隔島上路標告示牌旁燈桿無編號
旗山分局,旗尾派出所,KC102D1550,旗屏路與南寮巷口西北角電桿五龍分21右1
旗山分局,旗尾派出所,KC102D1551,旗屏路往屏東方向中央分隔島上路標告示牌旁燈桿無編號
旗山分局,旗尾派出所,KC102D1552,旗屏路往屏東方向中央分隔島上路標告示牌旁燈桿無編號
旗山分局,旗尾派出所,KC102D1553,旗屏路往屏東方向中央分隔島上路標告示牌旁燈桿無編號
旗山分局,旗尾派出所,KC102D1558,東圳巷內電桿86區2002
旗山分局,旗尾派出所,KC102D1567,樹人路與崙頂巷口電桿濃旗高幹107
旗山分局,旗尾派出所,KC102D1568,樹人路電桿濃旗高幹107之1
旗山分局,旗尾派出所,KC102D1569,樹人路電桿濃旗高幹107之1
旗山分局,旗尾派出所,KC102D1570,樹人路電桿旗美17
旗山分局,旗尾派出所,KC102D1571,樹人路電桿旗美17
旗山分局,旗尾派出所,KC102D1572,樹人路與進入肉品市場無名巷口電桿濃旗幹115
旗山分局,旗尾派出所,KC102D1559,東圳巷內電桿86區2002
旗山分局,旗尾派出所,KC102D1560,延平二路180號民宅對面電桿無編號
旗山分局,旗尾派出所,KC102D1561,延平二路181號民宅對面電桿無編號
旗山分局,旗尾派出所,KC102D1562,延平二路東慶汽車驗車廠旁電桿編號之美瓊高幹#666
旗山分局,旗尾派出所,KC102D1563,延平二路東慶汽車驗車廠旁電桿編號之美瓊高幹#666
旗山分局,旗尾派出所,KC102D1564,延平二路與崙頂巷口往旗尾方向電桿編號之美瓊幹68
旗山分局,旗尾派出所,KC102D1565,延平二路與崙頂巷口往旗尾方向電桿編號之美瓊幹68
旗山分局,旗尾派出所,KC102D1566,崙頂巷與延平二路口往崙頂方向電桿編號之美瓊幹68左1
旗山分局,旗尾派出所,KC106C0558,KC106C0558國道10末端與台3線路口台3線往里港西向東
旗山分局,旗尾派出所,KC106C0559,KC106C0559國道10末端與台3線路口台3線往里港東向西
旗山分局,旗尾派出所,KC106C0560,KC106C0560旗屏一路旗美汙水廠往國道10號北向南
旗山分局,旗尾派出所,KC106C0561,KC106C0561旗屏一路旗美汙水廠往國道10號北向南
旗山分局,旗尾派出所,KC106C0562,KC106C0562台3線408.4K處往旗山方向東向西
旗山分局,旗尾派出所,KC106C0563,KC106C0563台3線408.4K處往旗山方向東向西
旗山分局,廣福派出所,KD01563,旗屏二路往旗山慢車道北
旗山分局,廣福派出所,KD01564,旗屏二路往旗山快車道北
旗山分局,廣福派出所,KD01565,旗屏二路往屏東里港慢車道南
旗山分局,廣福派出所,KD01566,旗屏二路往屏東里港快車道南
旗山分局,廣福派出所,KD01567,旗屏二路與廣和路口主機全景之北
旗山分局,圓潭派出所,KD01755,旗甲三段往旗山外車
旗山分局,圓潭派出所,KD01756,旗甲三段往旗山內車
旗山分局,圓潭派出所,KD01757,旗甲三段往和正街
旗山分局,圓潭派出所,KD01758,旗甲三段往杉林外車
旗山分局,圓潭派出所,KD01759,旗甲三段往杉林內車
旗山分局,圓潭派出所,KD01760,圓潭派出所前主機全景
旗山分局,圓潭派出所,KC100G1753,旗甲路二段與富興路口全景
旗山分局,圓潭派出所,KC100G1754,旗甲路二段與富興路口杉林方向
旗山分局,圓潭派出所,KC100G1755,旗甲路二段與富興路口往富興路
旗山分局,圓潭派出所,KC100G1756,旗甲路二段與富興路口往旗山
旗山分局,圓潭派出所,KC100G1757,旗甲路3段與中西巷口往旗山
旗山分局,圓潭派出所,KC100G1758,旗甲路3段與中西巷口往中西巷
旗山分局,圓潭派出所,KC100G1759,旗甲路3段與中西巷口往杉林
旗山分局,圓潭派出所,KC100G1760,旗甲路3段與中西巷口往中興街
旗山分局,圓潭派出所,KC102D1499,大德路與台21線路口往杉林端電桿旗林高幹277
旗山分局,圓潭派出所,KC102D1508,台21線與大林路口往旗山方向反光鏡旁電桿無編號之之慢車道
旗山分局,圓潭派出所,KC102D1500,大德路往溝坪方向鐵皮屋前電桿無編號
旗山分局,圓潭派出所,KC102D1501,大德路往溝坪方向電桿藤坑幹77之1號
旗山分局,圓潭派出所,KC102D1502,大德路1號民宅旁電桿大林1號
旗山分局,圓潭派出所,KC102D1503,台21線與大德路口往杉林方向電桿旗林高幹275之之慢車道
旗山分局,圓潭派出所,KC102D1504,台21線與大德路口往杉林方向電桿旗林高幹275之之快車道
旗山分局,圓潭派出所,KC102D1505,台21線與大德路口往杉林方向電桿旗林高幹273
旗山分局,圓潭派出所,KC102D1506,台21線與大林路口往旗山方向反光鏡旁電桿無編號
旗山分局,圓潭派出所,KC102D1507,台21線與大林路口往旗山方向反光鏡旁電桿無編號之之快車道
旗山分局,圓潭派出所,KC102D1509,旗甲二路與下宅寮路口過溝龍鳳寺牌樓邊電桿無編號
旗山分局,圓潭派出所,KC102D1510,旗甲二路旗山區農會中正分部旁電桿旗林幹162左1
旗山分局,圓潭派出所,KC102D1511,旗甲路二段1號民宅旁號誌桿無編號
旗山分局,圓潭派出所,KC102D1512,旗甲二路台糖公正加油站旁電桿旗林幹108
旗山分局,圓潭派出所,KC102D1513,旗甲二路台糖公正加油站旁電桿旗林幹108
旗山分局,圓潭派出所,KC102D1514,旗甲二路台糖公正加油站前電桿旗林幹103左6之1
旗山分局,圓潭派出所,KC102D1515,旗甲二路台糖公正加油站前電桿旗林幹103左6之1
旗山分局,美濃分駐所,KD01581,中正路一段與美中路口主機全景之北104蘇維
旗山分局,美濃分駐所,KD91605,成功路東
旗山分局,美濃分駐所,KD91606,成功路西
旗山分局,美濃分駐所,KD91607,成功路379巷北
旗山分局,美濃分駐所,KD91608,成功路379巷南
旗山分局,美濃分駐所,KD91609,成功路379巷與成功路口北
旗山分局,美濃分駐所,KD91610,成功路379巷與成功路口南
旗山分局,美濃分駐所,KD91611,成功路380巷北
旗山分局,美濃分駐所,KD91612,成功路380巷南
旗山分局,美濃分駐所,KD91613,成功路東
旗山分局,美濃分駐所,KD91614,成功路西
旗山分局,美濃分駐所,KD91615,成功路376巷口南
旗山分局,美濃分駐所,KD01592,雙峰街往中正路一段南104蘇維[KC102A0252
旗山分局,美濃分駐所,KD01593,中正路一段往雙峰街北104蘇維[KC102A0253      
旗山分局,美濃分駐所,KD01594,泰安路往廣興方向東104蘇維[KC102A0254
旗山分局,美濃分駐所,KD01595,泰安路往旗山西104蘇維[KC102A0255      
旗山分局,美濃分駐所,KD01596,中正路一段與泰安路口主機全景之北104蘇維[KC102A0256              
旗山分局,美濃分駐所,KD01597,美興街往泰安路市區南104蘇維
旗山分局,美濃分駐所,KD01598,美興街往月光山隧道北104蘇維
旗山分局,美濃分駐所,KD01599,自強街往中山路一段西104蘇維
旗山分局,美濃分駐所,KD01600,自強街往雙峰街東104蘇維
旗山分局,美濃分駐所,KD01601,美興街與自強路口主機全景之西104蘇維
旗山分局,美濃分駐所,KC101C0229,美濃國小往西
旗山分局,美濃分駐所,KC101C0230,美濃國小往東
旗山分局,美濃分駐所,KD01602,中正路往旗山慢車道西
旗山分局,美濃分駐所,KD01603,中正路往旗山快車道北
旗山分局,美濃分駐所,KD01604,永安路往分駐所東
旗山分局,美濃分駐所,KD01605,中正路往中壇慢車道南
旗山分局,美濃分駐所,KD01606,中正路往中壇快車道南
旗山分局,美濃分駐所,KD01607,永安路往西門大橋西
旗山分局,美濃分駐所,KD01608,永安路與中正路口主機全景之西
旗山分局,美濃分駐所,KD01609,中山路往美濃東
旗山分局,美濃分駐所,KD01610,自強往月光山隧道北104蘇維
旗山分局,美濃分駐所,KD01611,中山路往旗山西104蘇維
旗山分局,美濃分駐所,KD01612,永安路往西門大橋南
旗山分局,美濃分駐所,KD01613,中山路與自強路口主機全景之南
旗山分局,美濃分駐所,KD01614,中正路往中壇西南
旗山分局,美濃分駐所,KD01615,中正路往美濃北
旗山分局,美濃分駐所,KD01616,美中路往中正路東北
旗山分局,美濃分駐所,KD01617,美中路往中正路南
旗山分局,美濃分駐所,KD01618,中正路一段與美中路口主機全景之西南
旗山分局,美濃分駐所,KC100G1716,成功路與合和路口
旗山分局,美濃分駐所,KC100G1717,成功路與合和路口
旗山分局,美濃分駐所,KC100G1718,成功路與合和路口
旗山分局,美濃分駐所,KC100G1719,成功路與合和路口往西全景
旗山分局,美濃分駐所,KC100G1720,成功路與東門街口
旗山分局,美濃分駐所,KC100G1721,成功路與東門街口
旗山分局,美濃分駐所,KC100G1722,東門街與合和路口
旗山分局,美濃分駐所,KC100G1723,東門街與合和路口
旗山分局,美濃分駐所,KC100G1724,成功路與美中路口往東之龍肚方向
旗山分局,美濃分駐所,KC100G1725,成功路與美中路口往北之市區全景
旗山分局,美濃分駐所,KC105A0276,中山路二段濃旗高幹61電桿之向西南之旗山 
旗山分局,美濃分駐所,KC105A0277,中山路二段濃旗幹62電桿之向東南之中興路方向
旗山分局,美濃分駐所,KC105A0278,中山路二段與426巷路口向東北
旗山分局,美濃分駐所,KC105A0279,中山路二段與426巷路口全景之向東北
旗山分局,美濃分駐所,KC105A0280,中山路二段415巷口向北之鴨店前
旗山分局,美濃分駐所,KC105A0281,中興路二段內車道之向西
旗山分局,美濃分駐所,KC105A0282,中興路二段全景之向西
旗山分局,美濃分駐所,KC105A0283,中興路二段外車道之向西之旗山
旗山分局,美濃分駐所,KC105A0284,中興路二段內車道之向東
旗山分局,美濃分駐所,KC105A0285,中興路二段外車道之向東
旗山分局,美濃分駐所,KC105A0286,中興路二段49巷口中華電信箱旁電桿向南
旗山分局,中壇派出所,KD01623,忠孝路往中興路西
旗山分局,中壇派出所,KD01624,忠孝路往手巾寮西
旗山分局,中壇派出所,KD01625,中興路往六龜西
旗山分局,中壇派出所,KD01626,中興路往忠孝路西
旗山分局,中壇派出所,KD01627,中興路往旗山西
旗山分局,中壇派出所,KD01628,中興路與忠孝路口主機全景之西
旗山分局,中壇派出所,KC100G1733,中興路一段與新興街口
旗山分局,中壇派出所,KC100G1734,中興路一段與新興街口
旗山分局,中壇派出所,KC100G1735,中興路一段與新興街口
旗山分局,中壇派出所,KC100G1736,中興路一段與新興街口
旗山分局,中壇派出所,KC100G1737,中興路一段祿興里辦公室前
旗山分局,中壇派出所,KC100G1738,中興路一段祿興里辦公室前與編號11共用置箱主機
旗山分局,中壇派出所,KC100G1739,中正路2段與新興街口
旗山分局,中壇派出所,KC100G1740,中正路2段與新興街口
旗山分局,中壇派出所,KC100G1741,中正路2段與新興街口
旗山分局,中壇派出所,KC100G1742,中正路2段與新興街口
旗山分局,中壇派出所,KC101H1939,中正路2段往吉東方向電桿中正#60
旗山分局,中壇派出所,KC101H1940,中正路2段往中壇方向燈桿藝術燈桿
旗山分局,中壇派出所,KC101H1941,中正路2段往中壇方向電桿中正#63左1
旗山分局,中壇派出所,KC101H1942,五福街電桿五穀分HQ395943
旗山分局,中壇派出所,KC101H1943,南中街電桿南中分Q3959DD64
旗山分局,中壇派出所,KC105A0269,中正路中壇派出所圍牆旁向南
旗山分局,中壇派出所,KC105A0270,中興路一段622號前向西
旗山分局,中壇派出所,KC105A0271,中正路中正幹1號電桿向北
旗山分局,中壇派出所,KC105A0272,中興路一段609號前向東
旗山分局,中壇派出所,KC105A0273,中興路一段473號前向東
旗山分局,中壇派出所,KC105A0274,中興路一段489號前向西
旗山分局,中壇派出所,KC105A0275,復興街一段中油加油站旁向北
旗山分局,吉東派出所,KD01629,和興街往中壇西
旗山分局,吉東派出所,KD01630,忠孝路往吉東西
旗山分局,吉東派出所,KD01631,和興街往手巾寮西
旗山分局,吉東派出所,KD01632,忠孝路往中壇西
旗山分局,吉東派出所,KD01633,忠孝路與和興路口主機全景之西
旗山分局,吉東派出所,KC102D1456,中正路3段670號民宅對面路燈無編號
旗山分局,吉東派出所,KC102D1465,中正路3段與和興路口往中壇派出所方向電桿中正幹92
旗山分局,吉東派出所,KC102D1466,和興路與中正路三段路口電桿和興2
旗山分局,吉東派出所,KC102D1467,中正路3段156號民宅對面藝術燈桿無編號
旗山分局,吉東派出所,KC102D1468,中正路3段與高105縣道口電桿中正#80
旗山分局,吉東派出所,KC102D1469,高105縣道與中正路3段路口電桿中正幹79左1
旗山分局,吉東派出所,KC102D1457,中正路3段670號民宅對面路燈無編號
旗山分局,吉東派出所,KC102D1458,中正路3段658號民宅前電桿中正幹147
旗山分局,吉東派出所,KC102D1459,中正路3段與高96鄉道往下九寮方向路標指示牌
旗山分局,吉東派出所,KC102D1460,中正路3段與高96鄉道往吉安方向電桿溪埔2
旗山分局,吉東派出所,KC102D1461,中正路3段往中壇派出所方向電桿竹旗高幹156
旗山分局,吉東派出所,KC102D1462,中正路3段往中壇派出所方向電桿竹旗高幹156
旗山分局,吉東派出所,KC102D1463,中正路3段吉東第二號橋旁右側藝術燈桿無編號
旗山分局,吉東派出所,KC102D1464,中正路3段吉東第二號橋旁右側藝術燈桿無編號
旗山分局,龍肚派出所,KD01634,復興街二段往高美大橋南
旗山分局,龍肚派出所,KD01635,十全街往吉東東104維
旗山分局,龍肚派出所,KD01636,復興街二段往中壇南104維
旗山分局,龍肚派出所,KD01637,十全街往龍肚西
旗山分局,龍肚派出所,KD01638,十全街與復興街二段路口主機全景之西
旗山分局,龍肚派出所,KD01646,龍肚街往獅山街西
旗山分局,龍肚派出所,KD01647,中華路往美濃西
旗山分局,龍肚派出所,KD01648,獅山街往龍肚街西
旗山分局,龍肚派出所,KD01649,中華路往六龜西
旗山分局,龍肚派出所,KD01650,中華路與獅山街口主機全景之西
旗山分局,龍肚派出所,KC107E0111,KC107E0111美濃區中華路1號旁美濃70Q4262CE58電桿
旗山分局,龍肚派出所,KC107E0112,KC107E0112美濃區中華路2號前號誌桿
旗山分局,龍肚派出所,KC107E0113,KC107E0113美濃區成功路516號旁路標指示牌之往美濃
旗山分局,龍肚派出所,KC107E0114,KC107E0114美濃區成功路516號對面路標指示牌之往六龜
